   0.000    0.000    0.995
   0.062    0.000    0.996
   0.125    0.000    0.959
   0.188    0.000    0.885
   0.250    0.000    0.777
   0.312    0.000    0.639
   0.375    0.000    0.477
   0.438    0.000    0.297
   0.500    0.000    0.105
   0.562    0.000   -0.092
   0.625    0.000   -0.284
   0.688    0.000   -0.466
   0.750    0.000   -0.629
   0.812    0.000   -0.769
   0.875    0.000   -0.879
   0.938    0.000   -0.955
   1.000    0.000   -0.995
   1.062    0.000   -0.996
   1.125    0.000   -0.959
   1.188    0.000   -0.885
   1.250    0.000   -0.777
   1.312    0.000   -0.639
   1.375    0.000   -0.477
   1.438    0.000   -0.297
   1.500    0.000   -0.105
   1.562    0.000    0.092
   1.625    0.000    0.284
   1.688    0.000    0.466
   1.750    0.000    0.629
   1.812    0.000    0.769
   1.875    0.000    0.879
   1.938    0.000    0.955
   2.000    0.000    0.995
   2.062    0.000    0.996
   2.125    0.000    0.959
   2.188    0.000    0.885
   2.250    0.000    0.777
   2.312    0.000    0.639
   2.375    0.000    0.477
   2.438    0.000    0.297
   2.500    0.000    0.105
   2.562    0.000   -0.092
   2.625    0.000   -0.284
   2.688    0.000   -0.466
   2.750    0.000   -0.629
   2.812    0.000   -0.769
   2.875    0.000   -0.879
   2.938    0.000   -0.955
   3.000    0.000   -0.995
   3.062    0.000   -0.996
   3.125    0.000   -0.959
   3.188    0.000   -0.885
   3.250    0.000   -0.777
   3.312    0.000   -0.639
   3.375    0.000   -0.477
   3.438    0.000   -0.297
   3.500    0.000   -0.105
   3.562    0.000    0.092
   3.625    0.000    0.284
   3.688    0.000    0.466
   3.750    0.000    0.629
   3.812    0.000    0.769
   3.875    0.000    0.879
   3.938    0.000    0.955
   4.000    0.000    0.995
   0.000    0.062    0.955
   0.062    0.062    0.995
   0.125    0.062    0.996
   0.188    0.062    0.959
   0.250    0.062    0.885
   0.312    0.062    0.777
   0.375    0.062    0.639
   0.438    0.062    0.477
   0.500    0.062    0.297
   0.562    0.062    0.105
   0.625    0.062   -0.092
   0.688    0.062   -0.284
   0.750    0.062   -0.466
   0.812    0.062   -0.629
   0.875    0.062   -0.769
   0.938    0.062   -0.879
   1.000    0.062   -0.955
   1.062    0.062   -0.995
   1.125    0.062   -0.996
   1.188    0.062   -0.959
   1.250    0.062   -0.885
   1.312    0.062   -0.777
   1.375    0.062   -0.639
   1.438    0.062   -0.477
   1.500    0.062   -0.297
   1.562    0.062   -0.105
   1.625    0.062    0.092
   1.688    0.062    0.284
   1.750    0.062    0.466
   1.812    0.062    0.629
   1.875    0.062    0.769
   1.938    0.062    0.879
   2.000    0.062    0.955
   2.062    0.062    0.995
   2.125    0.062    0.996
   2.188    0.062    0.959
   2.250    0.062    0.885
   2.312    0.062    0.777
   2.375    0.062    0.639
   2.438    0.062    0.477
   2.500    0.062    0.297
   2.562    0.062    0.105
   2.625    0.062   -0.092
   2.688    0.062   -0.284
   2.750    0.062   -0.466
   2.812    0.062   -0.629
   2.875    0.062   -0.769
   2.938    0.062   -0.879
   3.000    0.062   -0.955
   3.062    0.062   -0.995
   3.125    0.062   -0.996
   3.188    0.062   -0.959
   3.250    0.062   -0.885
   3.312    0.062   -0.777
   3.375    0.062   -0.639
   3.438    0.062   -0.477
   3.500    0.062   -0.297
   3.562    0.062   -0.105
   3.625    0.062    0.092
   3.688    0.062    0.284
   3.750    0.062    0.466
   3.812    0.062    0.629
   3.875    0.062    0.769
   3.938    0.062    0.879
   4.000    0.062    0.955
   0.000    0.125    0.879
   0.062    0.125    0.955
   0.125    0.125    0.995
   0.188    0.125    0.996
   0.250    0.125    0.959
   0.312    0.125    0.885
   0.375    0.125    0.777
   0.438    0.125    0.639
   0.500    0.125    0.477
   0.562    0.125    0.297
   0.625    0.125    0.105
   0.688    0.125   -0.092
   0.750    0.125   -0.284
   0.812    0.125   -0.466
   0.875    0.125   -0.629
   0.938    0.125   -0.769
   1.000    0.125   -0.879
   1.062    0.125   -0.955
   1.125    0.125   -0.995
   1.188    0.125   -0.996
   1.250    0.125   -0.959
   1.312    0.125   -0.885
   1.375    0.125   -0.777
   1.438    0.125   -0.639
   1.500    0.125   -0.477
   1.562    0.125   -0.297
   1.625    0.125   -0.105
   1.688    0.125    0.092
   1.750    0.125    0.284
   1.812    0.125    0.466
   1.875    0.125    0.629
   1.938    0.125    0.769
   2.000    0.125    0.879
   2.062    0.125    0.955
   2.125    0.125    0.995
   2.188    0.125    0.996
   2.250    0.125    0.959
   2.312    0.125    0.885
   2.375    0.125    0.777
   2.438    0.125    0.639
   2.500    0.125    0.477
   2.562    0.125    0.297
   2.625    0.125    0.105
   2.688    0.125   -0.092
   2.750    0.125   -0.284
   2.812    0.125   -0.466
   2.875    0.125   -0.629
   2.938    0.125   -0.769
   3.000    0.125   -0.879
   3.062    0.125   -0.955
   3.125    0.125   -0.995
   3.188    0.125   -0.996
   3.250    0.125   -0.959
   3.312    0.125   -0.885
   3.375    0.125   -0.777
   3.438    0.125   -0.639
   3.500    0.125   -0.477
   3.562    0.125   -0.297
   3.625    0.125   -0.105
   3.688    0.125    0.092
   3.750    0.125    0.284
   3.812    0.125    0.466
   3.875    0.125    0.629
   3.938    0.125    0.769
   4.000    0.125    0.879
   0.000    0.188    0.769
   0.062    0.188    0.879
   0.125    0.188    0.955
   0.188    0.188    0.995
   0.250    0.188    0.996
   0.312    0.188    0.959
   0.375    0.188    0.885
   0.438    0.188    0.777
   0.500    0.188    0.639
   0.562    0.188    0.477
   0.625    0.188    0.297
   0.688    0.188    0.105
   0.750    0.188   -0.092
   0.812    0.188   -0.284
   0.875    0.188   -0.466
   0.938    0.188   -0.629
   1.000    0.188   -0.769
   1.062    0.188   -0.879
   1.125    0.188   -0.955
   1.188    0.188   -0.995
   1.250    0.188   -0.996
   1.312    0.188   -0.959
   1.375    0.188   -0.885
   1.438    0.188   -0.777
   1.500    0.188   -0.639
   1.562    0.188   -0.477
   1.625    0.188   -0.297
   1.688    0.188   -0.105
   1.750    0.188    0.092
   1.812    0.188    0.284
   1.875    0.188    0.466
   1.938    0.188    0.629
   2.000    0.188    0.769
   2.062    0.188    0.879
   2.125    0.188    0.955
   2.188    0.188    0.995
   2.250    0.188    0.996
   2.312    0.188    0.959
   2.375    0.188    0.885
   2.438    0.188    0.777
   2.500    0.188    0.639
   2.562    0.188    0.477
   2.625    0.188    0.297
   2.688    0.188    0.105
   2.750    0.188   -0.092
   2.812    0.188   -0.284
   2.875    0.188   -0.466
   2.938    0.188   -0.629
   3.000    0.188   -0.769
   3.062    0.188   -0.879
   3.125    0.188   -0.955
   3.188    0.188   -0.995
   3.250    0.188   -0.996
   3.312    0.188   -0.959
   3.375    0.188   -0.885
   3.438    0.188   -0.777
   3.500    0.188   -0.639
   3.562    0.188   -0.477
   3.625    0.188   -0.297
   3.688    0.188   -0.105
   3.750    0.188    0.092
   3.812    0.188    0.284
   3.875    0.188    0.466
   3.938    0.188    0.629
   4.000    0.188    0.769
   0.000    0.250    0.629
   0.062    0.250    0.769
   0.125    0.250    0.879
   0.188    0.250    0.955
   0.250    0.250    0.995
   0.312    0.250    0.996
   0.375    0.250    0.959
   0.438    0.250    0.885
   0.500    0.250    0.777
   0.562    0.250    0.639
   0.625    0.250    0.477
   0.688    0.250    0.297
   0.750    0.250    0.105
   0.812    0.250   -0.092
   0.875    0.250   -0.284
   0.938    0.250   -0.466
   1.000    0.250   -0.629
   1.062    0.250   -0.769
   1.125    0.250   -0.879
   1.188    0.250   -0.955
   1.250    0.250   -0.995
   1.312    0.250   -0.996
   1.375    0.250   -0.959
   1.438    0.250   -0.885
   1.500    0.250   -0.777
   1.562    0.250   -0.639
   1.625    0.250   -0.477
   1.688    0.250   -0.297
   1.750    0.250   -0.105
   1.812    0.250    0.092
   1.875    0.250    0.284
   1.938    0.250    0.466
   2.000    0.250    0.629
   2.062    0.250    0.769
   2.125    0.250    0.879
   2.188    0.250    0.955
   2.250    0.250    0.995
   2.312    0.250    0.996
   2.375    0.250    0.959
   2.438    0.250    0.885
   2.500    0.250    0.777
   2.562    0.250    0.639
   2.625    0.250    0.477
   2.688    0.250    0.297
   2.750    0.250    0.105
   2.812    0.250   -0.092
   2.875    0.250   -0.284
   2.938    0.250   -0.466
   3.000    0.250   -0.629
   3.062    0.250   -0.769
   3.125    0.250   -0.879
   3.188    0.250   -0.955
   3.250    0.250   -0.995
   3.312    0.250   -0.996
   3.375    0.250   -0.959
   3.438    0.250   -0.885
   3.500    0.250   -0.777
   3.562    0.250   -0.639
   3.625    0.250   -0.477
   3.688    0.250   -0.297
   3.750    0.250   -0.105
   3.812    0.250    0.092
   3.875    0.250    0.284
   3.938    0.250    0.466
   4.000    0.250    0.629
   0.000    0.312    0.466
   0.062    0.312    0.629
   0.125    0.312    0.769
   0.188    0.312    0.879
   0.250    0.312    0.955
   0.312    0.312    0.995
   0.375    0.312    0.996
   0.438    0.312    0.959
   0.500    0.312    0.885
   0.562    0.312    0.777
   0.625    0.312    0.639
   0.688    0.312    0.477
   0.750    0.312    0.297
   0.812    0.312    0.105
   0.875    0.312   -0.092
   0.938    0.312   -0.284
   1.000    0.312   -0.466
   1.062    0.312   -0.629
   1.125    0.312   -0.769
   1.188    0.312   -0.879
   1.250    0.312   -0.955
   1.312    0.312   -0.995
   1.375    0.312   -0.996
   1.438    0.312   -0.959
   1.500    0.312   -0.885
   1.562    0.312   -0.777
   1.625    0.312   -0.639
   1.688    0.312   -0.477
   1.750    0.312   -0.297
   1.812    0.312   -0.105
   1.875    0.312    0.092
   1.938    0.312    0.284
   2.000    0.312    0.466
   2.062    0.312    0.629
   2.125    0.312    0.769
   2.188    0.312    0.879
   2.250    0.312    0.955
   2.312    0.312    0.995
   2.375    0.312    0.996
   2.438    0.312    0.959
   2.500    0.312    0.885
   2.562    0.312    0.777
   2.625    0.312    0.639
   2.688    0.312    0.477
   2.750    0.312    0.297
   2.812    0.312    0.105
   2.875    0.312   -0.092
   2.938    0.312   -0.284
   3.000    0.312   -0.466
   3.062    0.312   -0.629
   3.125    0.312   -0.769
   3.188    0.312   -0.879
   3.250    0.312   -0.955
   3.312    0.312   -0.995
   3.375    0.312   -0.996
   3.438    0.312   -0.959
   3.500    0.312   -0.885
   3.562    0.312   -0.777
   3.625    0.312   -0.639
   3.688    0.312   -0.477
   3.750    0.312   -0.297
   3.812    0.312   -0.105
   3.875    0.312    0.092
   3.938    0.312    0.284
   4.000    0.312    0.466
   0.000    0.375    0.284
   0.062    0.375    0.466
   0.125    0.375    0.629
   0.188    0.375    0.769
   0.250    0.375    0.879
   0.312    0.375    0.955
   0.375    0.375    0.995
   0.438    0.375    0.996
   0.500    0.375    0.959
   0.562    0.375    0.885
   0.625    0.375    0.777
   0.688    0.375    0.639
   0.750    0.375    0.477
   0.812    0.375    0.297
   0.875    0.375    0.105
   0.938    0.375   -0.092
   1.000    0.375   -0.284
   1.062    0.375   -0.466
   1.125    0.375   -0.629
   1.188    0.375   -0.769
   1.250    0.375   -0.879
   1.312    0.375   -0.955
   1.375    0.375   -0.995
   1.438    0.375   -0.996
   1.500    0.375   -0.959
   1.562    0.375   -0.885
   1.625    0.375   -0.777
   1.688    0.375   -0.639
   1.750    0.375   -0.477
   1.812    0.375   -0.297
   1.875    0.375   -0.105
   1.938    0.375    0.092
   2.000    0.375    0.284
   2.062    0.375    0.466
   2.125    0.375    0.629
   2.188    0.375    0.769
   2.250    0.375    0.879
   2.312    0.375    0.955
   2.375    0.375    0.995
   2.438    0.375    0.996
   2.500    0.375    0.959
   2.562    0.375    0.885
   2.625    0.375    0.777
   2.688    0.375    0.639
   2.750    0.375    0.477
   2.812    0.375    0.297
   2.875    0.375    0.105
   2.938    0.375   -0.092
   3.000    0.375   -0.284
   3.062    0.375   -0.466
   3.125    0.375   -0.629
   3.188    0.375   -0.769
   3.250    0.375   -0.879
   3.312    0.375   -0.955
   3.375    0.375   -0.995
   3.438    0.375   -0.996
   3.500    0.375   -0.959
   3.562    0.375   -0.885
   3.625    0.375   -0.777
   3.688    0.375   -0.639
   3.750    0.375   -0.477
   3.812    0.375   -0.297
   3.875    0.375   -0.105
   3.938    0.375    0.092
   4.000    0.375    0.284
   0.000    0.438    0.092
   0.062    0.438    0.284
   0.125    0.438    0.466
   0.188    0.438    0.629
   0.250    0.438    0.769
   0.312    0.438    0.879
   0.375    0.438    0.955
   0.438    0.438    0.995
   0.500    0.438    0.996
   0.562    0.438    0.959
   0.625    0.438    0.885
   0.688    0.438    0.777
   0.750    0.438    0.639
   0.812    0.438    0.477
   0.875    0.438    0.297
   0.938    0.438    0.105
   1.000    0.438   -0.092
   1.062    0.438   -0.284
   1.125    0.438   -0.466
