   0.000    0.000    0.994
   0.250    0.000    0.782
   0.500    0.000    0.113
   0.750    0.000   -0.623
   1.000    0.000   -0.994
   1.250    0.000   -0.782
   1.500    0.000   -0.113
   1.750    0.000    0.623
   2.000    0.000    0.994
   2.250    0.000    0.782
   2.500    0.000    0.113
   2.750    0.000   -0.623
   3.000    0.000   -0.994
   3.250    0.000   -0.782
   3.500    0.000   -0.113
   3.750    0.000    0.623
   4.000    0.000    0.994
   0.000    0.250    0.623
   0.250    0.250    0.994
   0.500    0.250    0.782
   0.750    0.250    0.113
   1.000    0.250   -0.623
   1.250    0.250   -0.994
   1.500    0.250   -0.782
   1.750    0.250   -0.113
   2.000    0.250    0.623
   2.250    0.250    0.994
   2.500    0.250    0.782
   2.750    0.250    0.113
   3.000    0.250   -0.623
   3.250    0.250   -0.994
   3.500    0.250   -0.782
   3.750    0.250   -0.113
   4.000    0.250    0.623
   0.000    0.500   -0.113
   0.250    0.500    0.623
   0.500    0.500    0.994
   0.750    0.500    0.782
   1.000    0.500    0.113
   1.250    0.500   -0.623
   1.500    0.500   -0.994
   1.750    0.500   -0.782
   2.000    0.500   -0.113
   2.250    0.500    0.623
   2.500    0.500    0.994
   2.750    0.500    0.782
   3.000    0.500    0.113
   3.250    0.500   -0.623
   3.500    0.500   -0.994
   3.750    0.500   -0.782
   4.000    0.500   -0.113
   0.000    0.750   -0.782
   0.250    0.750   -0.113
   0.500    0.750    0.623
   0.750    0.750    0.994
   1.000    0.750    0.782
   1.250    0.750    0.113
   1.500    0.750   -0.623
   1.750    0.750   -0.994
   2.000    0.750   -0.782
   2.250    0.750   -0.113
   2.500    0.750    0.623
   2.750    0.750    0.994
   3.000    0.750    0.782
   3.250    0.750    0.113
   3.500    0.750   -0.623
   3.750    0.750   -0.994
   4.000    0.750   -0.782
   0.000    1.000   -0.994
   0.250    1.000   -0.782
   0.500    1.000   -0.113
   0.750    1.000    0.623
   1.000    1.000    0.994
   1.250    1.000    0.782
   1.500    1.000    0.113
   1.750    1.000   -0.623
   2.000    1.000   -0.994
   2.250    1.000   -0.782
   2.500    1.000   -0.113
   2.750    1.000    0.623
   3.000    1.000    0.994
   3.250    1.000    0.782
   3.500    1.000    0.113
   3.750    1.000   -0.623
   4.000    1.000   -0.994
   0.000    1.250   -0.623
   0.250    1.250   -0.994
   0.500    1.250   -0.782
   0.750    1.250   -0.113
   1.000    1.250    0.623
   1.250    1.250    0.994
   1.500    1.250    0.782
   1.750    1.250    0.113
   2.000    1.250   -0.623
   2.250    1.250   -0.994
   2.500    1.250   -0.782
   2.750    1.250   -0.113
   3.000    1.250    0.623
   3.250    1.250    0.994
   3.500    1.250    0.782
   3.750    1.250    0.113
   4.000    1.250   -0.623
   0.000    1.500    0.113
   0.250    1.500   -0.623
   0.500    1.500   -0.994
   0.750    1.500   -0.782
   1.000    1.500   -0.113
   1.250    1.500    0.623
   1.500    1.500    0.994
   1.750    1.500    0.782
   2.000    1.500    0.113
   2.250    1.500   -0.623
   2.500    1.500   -0.994
   2.750    1.500   -0.782
   3.000    1.500   -0.113
   3.250    1.500    0.623
   3.500    1.500    0.994
   3.750    1.500    0.782
   4.000    1.500    0.113
   0.000    1.750    0.782
   0.250    1.750    0.113
   0.500    1.750   -0.623
   0.750    1.750   -0.994
   1.000    1.750   -0.782
   1.250    1.750   -0.113
   1.500    1.750    0.623
   1.750    1.750    0.994
   2.000    1.750    0.782
   2.250    1.750    0.113
   2.500    1.750   -0.623
   2.750    1.750   -0.994
   3.000    1.750   -0.782
   3.250    1.750   -0.113
   3.500    1.750    0.623
   3.750    1.750    0.994
   4.000    1.750    0.782
   0.000    2.000    0.994
   0.250    2.000    0.782
   0.500    2.000    0.113
   0.750    2.000   -0.623
   1.000    2.000   -0.994
   1.250    2.000   -0.782
   1.500    2.000   -0.113
   1.750    2.000    0.623
   2.000    2.000    0.994
   2.250    2.000    0.782
   2.500    2.000    0.113
   2.750    2.000   -0.623
   3.000    2.000   -0.994
   3.250    2.000   -0.782
   3.500    2.000   -0.113
   3.750    2.000    0.623
   4.000    2.000    0.994
