   0.000    0.000   -0.810
   0.250    0.000   -0.987
   0.500    0.000   -0.586
   0.750    0.000    0.158
   1.000    0.000    0.810
   1.250    0.000    0.987
   1.500    0.000    0.586
   1.750    0.000   -0.158
   2.000    0.000   -0.810
   2.250    0.000   -0.987
   2.500    0.000   -0.586
   2.750    0.000    0.158
   3.000    0.000    0.810
   3.250    0.000    0.987
   3.500    0.000    0.586
   3.750    0.000   -0.158
   4.000    0.000   -0.810
   0.000    0.250   -0.158
   0.250    0.250   -0.810
   0.500    0.250   -0.987
   0.750    0.250   -0.586
   1.000    0.250    0.158
   1.250    0.250    0.810
   1.500    0.250    0.987
   1.750    0.250    0.586
   2.000    0.250   -0.158
   2.250    0.250   -0.810
   2.500    0.250   -0.987
   2.750    0.250   -0.586
   3.000    0.250    0.158
   3.250    0.250    0.810
   3.500    0.250    0.987
   3.750    0.250    0.586
   4.000    0.250   -0.158
   0.000    0.500    0.586
   0.250    0.500   -0.158
   0.500    0.500   -0.810
   0.750    0.500   -0.987
   1.000    0.500   -0.586
   1.250    0.500    0.158
   1.500    0.500    0.810
   1.750    0.500    0.987
   2.000    0.500    0.586
   2.250    0.500   -0.158
   2.500    0.500   -0.810
   2.750    0.500   -0.987
   3.000    0.500   -0.586
   3.250    0.500    0.158
   3.500    0.500    0.810
   3.750    0.500    0.987
   4.000    0.500    0.586
   0.000    0.750    0.987
   0.250    0.750    0.586
   0.500    0.750   -0.158
   0.750    0.750   -0.810
   1.000    0.750   -0.987
   1.250    0.750   -0.586
   1.500    0.750    0.158
   1.750    0.750    0.810
   2.000    0.750    0.987
   2.250    0.750    0.586
   2.500    0.750   -0.158
   2.750    0.750   -0.810
   3.000    0.750   -0.987
   3.250    0.750   -0.586
   3.500    0.750    0.158
   3.750    0.750    0.810
   4.000    0.750    0.987
   0.000    1.000    0.810
   0.250    1.000    0.987
   0.500    1.000    0.586
   0.750    1.000   -0.158
   1.000    1.000   -0.810
   1.250    1.000   -0.987
   1.500    1.000   -0.586
   1.750    1.000    0.158
   2.000    1.000    0.810
   2.250    1.000    0.987
   2.500    1.000    0.586
   2.750    1.000   -0.158
   3.000    1.000   -0.810
   3.250    1.000   -0.987
   3.500    1.000   -0.586
   3.750    1.000    0.158
   4.000    1.000    0.810
   0.000    1.250    0.158
   0.250    1.250    0.810
   0.500    1.250    0.987
   0.750    1.250    0.586
   1.000    1.250   -0.158
   1.250    1.250   -0.810
   1.500    1.250   -0.987
   1.750    1.250   -0.586
   2.000    1.250    0.158
   2.250    1.250    0.810
   2.500    1.250    0.987
   2.750    1.250    0.586
   3.000    1.250   -0.158
   3.250    1.250   -0.810
   3.500    1.250   -0.987
   3.750    1.250   -0.586
   4.000    1.250    0.158
   0.000    1.500   -0.586
   0.250    1.500    0.158
   0.500    1.500    0.810
   0.750    1.500    0.987
   1.000    1.500    0.586
   1.250    1.500   -0.158
   1.500    1.500   -0.810
   1.750    1.500   -0.987
   2.000    1.500   -0.586
   2.250    1.500    0.158
   2.500    1.500    0.810
   2.750    1.500    0.987
   3.000    1.500    0.586
   3.250    1.500   -0.158
   3.500    1.500   -0.810
   3.750    1.500   -0.987
   4.000    1.500   -0.586
   0.000    1.750   -0.987
   0.250    1.750   -0.586
   0.500    1.750    0.158
   0.750    1.750    0.810
   1.000    1.750    0.987
   1.250    1.750    0.586
   1.500    1.750   -0.158
   1.750    1.750   -0.810
   2.000    1.750   -0.987
   2.250    1.750   -0.586
   2.500    1.750    0.158
   2.750    1.750    0.810
   3.000    1.750    0.987
   3.250    1.750    0.586
   3.500    1.750   -0.158
   3.750    1.750   -0.810
   4.000    1.750   -0.987
   0.000    2.000   -0.810
   0.250    2.000   -0.987
   0.500    2.000   -0.586
   0.750    2.000    0.158
   1.000    2.000    0.810
   1.250    2.000    0.987
   1.500    2.000    0.586
   1.750    2.000   -0.158
   2.000    2.000   -0.810
   2.250    2.000   -0.987
   2.500    2.000   -0.586
   2.750    2.000    0.158
   3.000    2.000    0.810
   3.250    2.000    0.987
   3.500    2.000    0.586
   3.750    2.000   -0.158
   4.000    2.000   -0.810
